Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Mon Aug 31 12:52:34 PDT 2020,SocialDistancing.java,1598903554766,5013,5013,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,[]
,/modelData/A0UserStudy2010.arff,Mon Aug 31 12:52:34 PDT 2020,SocialDistancing.java, 1598903554766
2,,Mon Aug 31 12:52:39 PDT 2020,SocialDistancing.java,1598903559959,146,146,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
3,,Mon Aug 31 12:52:40 PDT 2020,SocialDistancing.java,1598903560212,3692,3692,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,[]
4,,Mon Aug 31 12:52:44 PDT 2020,SocialDistancing.java,1598903564044,99,99,(I)11(R)1(I)13,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
5,,Mon Aug 31 12:52:44 PDT 2020,SocialDistancing.java,1598903564215,4407,4407,(I)9(R)1(I)3(R)1(I)2(R)1(I)8,0.88,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.75,5.5,0.0,[]
6,,Mon Aug 31 12:52:46 PDT 2020,SocialDistancing.java,1598903566320,217873,0,(I)1(R)1(I)2(R)1(I)12(R)1(I)1(F)2,0.7619047619047619,0.0,0.0,9.523809523809524,0.0,0.0,0.0967741935483871,0.0,0.0,0.009216589861751152,0.0,0.013824884792626729,0.07373271889400922,0.0,[]
7,,Mon Aug 31 12:52:50 PDT 2020,SocialDistancing.java,1598903570307,220384,0,(I)3(R)1(I)21,0.96,0.0,0.0,0.0,0.0,0.0,0.11363636363636363,0.0,0.0,0.0,0.0,0.004545454545454545,0.10909090909090909,0.0,[]
8,,Mon Aug 31 12:56:30 PDT 2020,SocialDistancing.java,1598903790694,4005,4005,(I)24,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,[]
9,,Mon Aug 31 12:56:34 PDT 2020,SocialDistancing.java,1598903794701,5040,5040,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,[]
10,,Mon Aug 31 12:56:39 PDT 2020,SocialDistancing.java,1598903799837,3972,3972,(I)10(R)4(I)11,0.84,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,1.3333333333333333,7.0,0.0,[]
11,,Mon Aug 31 12:56:43 PDT 2020,SocialDistancing.java,1598903803812,3537,3537,(I)13(R)10(I)2,0.6,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,3.3333333333333335,5.0,0.0,[]
12,,Mon Aug 31 12:56:47 PDT 2020,SocialDistancing.java,1598903807526,4246,4246,(I)24(R)1,0.96,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.25,6.0,0.0,[]
13,,Mon Aug 31 12:56:51 PDT 2020,SocialDistancing.java,1598903811776,1871,1871,(R)1(I)24,0.96,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,[]
14,,Mon Aug 31 12:56:53 PDT 2020,SocialDistancing.java,1598903813708,1857,1857,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,[]
15,,Mon Aug 31 12:56:55 PDT 2020,SocialDistancing.java,1598903815569,2632,2632,(I)7(R)10(I)2(R)4(I)2,0.44,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,7.0,5.5,0.0,[]
16,,Mon Aug 31 12:56:58 PDT 2020,SocialDistancing.java,1598903818305,2717,2717,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,[]
17,,Mon Aug 31 12:57:01 PDT 2020,SocialDistancing.java,1598903821027,3506,3506,(I)24,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,[]
18,,Mon Aug 31 12:57:04 PDT 2020,SocialDistancing.java,1598903824535,2785,2785,(I)24,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,[]
19,,Mon Aug 31 12:57:09 PDT 2020,SocialDistancing.java,1598903829455,6071,6071,(F)2(I)23,0.92,0.0,0.0,8.0,0.0,0.0,4.166666666666667,0.0,0.0,0.3333333333333333,0.0,0.0,3.8333333333333335,0.0,[]
20,,Mon Aug 31 12:57:07 PDT 2020,SocialDistancing.java,1598903827314,9442,9442,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,2.7777777777777777,0.0,0.0,0.0,0.0,0.0,2.7777777777777777,0.0,[]
21,,Mon Aug 31 12:57:17 PDT 2020,SocialDistancing.java,1598903837068,316,316,(I)6(R)1(I)18,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
22,,Mon Aug 31 12:57:17 PDT 2020,SocialDistancing.java,1598903837502,7180,7180,(I)3(R)1(I)21,0.96,0.0,0.0,0.0,0.0,0.0,3.5714285714285716,0.0,0.0,0.0,0.0,0.14285714285714285,3.4285714285714284,0.0,[]
23,,Mon Aug 31 12:57:25 PDT 2020,SocialDistancing.java,1598903845766,1808,1808,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,[]
24,,Mon Aug 31 12:57:27 PDT 2020,SocialDistancing.java,1598903847721,6511,6511,(I)24,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,[]
25,,Mon Aug 31 12:57:34 PDT 2020,SocialDistancing.java,1598903854418,1738,1738,(I)22,1.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,[]
26,,Mon Aug 31 12:57:36 PDT 2020,SocialDistancing.java,1598903856260,3100,3100,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,[]
27,,Mon Aug 31 12:57:39 PDT 2020,SocialDistancing.java,1598903859479,682,682,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
28,,Mon Aug 31 12:57:40 PDT 2020,SocialDistancing.java,1598903860288,2691,2691,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,[]
29,,Mon Aug 31 12:57:43 PDT 2020,SocialDistancing.java,1598903863078,1113,1113,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,[]
30,,Mon Aug 31 12:57:44 PDT 2020,SocialDistancing.java,1598903864438,5537,5537,(I)23,1.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,4.6,0.0,[]
31,,Mon Aug 31 12:57:50 PDT 2020,SocialDistancing.java,1598903870062,1131,1131,(I)6(R)7(I)8(R)3,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,10.0,14.0,0.0,[]
32,,Mon Aug 31 12:57:51 PDT 2020,SocialDistancing.java,1598903871333,9739,9739,(R)4(I)21,0.84,0.0,0.0,0.0,0.0,0.0,2.7777777777777777,0.0,0.0,0.0,0.0,0.4444444444444444,2.3333333333333335,0.0,[]
33,,Mon Aug 31 12:58:01 PDT 2020,SocialDistancing.java,1598903881245,1688,1688,(I)24,1.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,[]
34,,Mon Aug 31 12:58:02 PDT 2020,SocialDistancing.java,1598903882930,5582,5582,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,[]
35,,Mon Aug 31 12:58:09 PDT 2020,SocialDistancing.java,1598903889215,546,546,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
36,,Mon Aug 31 12:58:09 PDT 2020,SocialDistancing.java,1598903889876,13877,0,(I)24,1.0,0.0,0.0,0.0,0.0,0.0,1.8461538461538463,0.0,0.0,0.0,0.0,0.0,1.8461538461538463,0.0,[]
37,,Mon Aug 31 12:58:23 PDT 2020,SocialDistancing.java,1598903903878,6003,6003,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,4.166666666666667,0.0,0.0,0.0,0.0,0.0,4.166666666666667,0.0,[]
38,,Mon Aug 31 12:58:30 PDT 2020,SocialDistancing.java,1598903910079,3907,3907,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,[]
39,,Mon Aug 31 12:58:34 PDT 2020,SocialDistancing.java,1598903914078,5575,5575,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,[]
40,,Mon Aug 31 12:58:40 PDT 2020,SocialDistancing.java,1598903920006,3579,3579,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,[]
41,,Mon Aug 31 12:58:43 PDT 2020,SocialDistancing.java,1598903923588,2318,2318,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,[]
42,,Mon Aug 31 12:58:45 PDT 2020,SocialDistancing.java,1598903925911,12686,0,(I)24,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,[]
43,,Mon Aug 31 12:58:58 PDT 2020,SocialDistancing.java,1598903938600,2077,2077,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,[]
44,,Mon Aug 31 12:59:00 PDT 2020,SocialDistancing.java,1598903940795,3121,3121,(I)10(R)15,0.4,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,5.0,3.3333333333333335,0.0,[]
45,,Mon Aug 31 12:59:03 PDT 2020,SocialDistancing.java,1598903943918,4551,4551,(R)7(I)18,0.72,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,1.75,4.5,0.0,[]
