Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Tue Sep 15 12:15:58 PDT 2020,ClassRegistry.java,1600197358347,3132,3132,(I)10(R)1(I)13,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.3333333333333333,7.666666666666667,0.0,[]
,/modelData/A0UserStudy2010.arff,Tue Sep 15 12:15:58 PDT 2020,ClassRegistry.java, 1600197358347
2,,Tue Sep 15 12:16:01 PDT 2020,ClassRegistry.java,1600197361617,2007,2007,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,[]
3,,Tue Sep 15 12:16:03 PDT 2020,ClassRegistry.java,1600197363811,3768,3768,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,[]
4,,Tue Sep 15 12:16:07 PDT 2020,ClassRegistry.java,1600197367645,81,81,(I)23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
5,,Tue Sep 15 12:16:08 PDT 2020,ClassRegistry.java,1600197368099,8705,8705,(I)15(R)2(I)7,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.25,2.75,0.0,[]
6,,Tue Sep 15 12:16:16 PDT 2020,ClassRegistry.java,1600197376954,325,325,(I)12(R)2(I)11,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
7,,Tue Sep 15 12:16:17 PDT 2020,ClassRegistry.java,1600197377445,5095,5095,(I)23,1.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,4.6,0.0,[]
8,,Tue Sep 15 12:16:22 PDT 2020,ClassRegistry.java,1600197382691,11306,0,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,2.272727272727273,0.0,0.0,0.0,0.0,0.0,2.272727272727273,0.0,[]
9,,Tue Sep 15 12:16:34 PDT 2020,ClassRegistry.java,1600197394000,2849,2849,(I)19(R)2(I)4,0.92,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,1.0,11.5,0.0,[]
10,,Tue Sep 15 12:16:37 PDT 2020,ClassRegistry.java,1600197397431,2306,2306,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,[]
11,,Tue Sep 15 12:16:39 PDT 2020,ClassRegistry.java,1600197399739,3881,3881,(I)17(R)1(I)6,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.3333333333333333,7.666666666666667,0.0,[]
12,,Tue Sep 15 12:16:43 PDT 2020,ClassRegistry.java,1600197403627,4871,4871,(I)24,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,[]
13,,Tue Sep 15 12:16:48 PDT 2020,ClassRegistry.java,1600197408579,2934,2934,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,[]
14,,Tue Sep 15 12:16:51 PDT 2020,ClassRegistry.java,1600197411516,2270,2270,(I)24,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,[]
15,,Tue Sep 15 12:16:54 PDT 2020,ClassRegistry.java,1600197414131,2149,2149,(I)24,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,[]
16,,Tue Sep 15 12:16:56 PDT 2020,ClassRegistry.java,1600197416368,1414,1414,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,[]
17,,Tue Sep 15 12:16:57 PDT 2020,ClassRegistry.java,1600197417784,2739,2739,(I)3(R)2(I)20,0.92,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,1.0,11.5,0.0,[]
18,,Tue Sep 15 12:17:00 PDT 2020,ClassRegistry.java,1600197420629,2066,2066,(I)8(R)4(I)13,0.84,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,2.0,10.5,0.0,[]
19,,Tue Sep 15 12:17:02 PDT 2020,ClassRegistry.java,1600197422697,4181,4181,(I)23,1.0,0.0,0.0,0.0,0.0,0.0,5.75,0.0,0.0,0.0,0.0,0.0,5.75,0.0,[]
20,,Tue Sep 15 12:17:06 PDT 2020,ClassRegistry.java,1600197426880,3700,3700,(I)24(F)1,0.96,0.0,0.0,4.0,0.0,0.0,8.333333333333334,0.0,0.0,0.3333333333333333,0.0,0.0,8.0,0.0,[]
21,,Tue Sep 15 12:17:08 PDT 2020,ClassRegistry.java,1600197428968,10445,0,(I)1(F)1(I)23,0.96,0.0,0.0,4.0,0.0,0.0,2.5,0.0,0.0,0.1,0.0,0.0,2.4,0.0,[]
22,,Tue Sep 15 12:17:19 PDT 2020,ClassRegistry.java,1600197439415,2021,2021,(I)7(R)18,0.28,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,9.0,3.5,0.0,[]
23,,Tue Sep 15 12:17:21 PDT 2020,ClassRegistry.java,1600197441585,53835,0,(R)1(F)1(R)1(F)1(I)21,0.84,0.0,0.0,8.0,0.0,0.0,0.4716981132075472,0.0,0.0,0.03773584905660377,0.0,0.03773584905660377,0.39622641509433965,0.0,[]
24,,Tue Sep 15 12:18:15 PDT 2020,ClassRegistry.java,1600197495423,3876,3876,(I)5(R)4(I)8(F)1(I)5,0.782608695652174,0.0,0.0,4.3478260869565215,0.0,0.0,7.666666666666667,0.0,0.0,0.3333333333333333,0.0,1.3333333333333333,6.0,0.0,[]
25,,Tue Sep 15 12:18:19 PDT 2020,ClassRegistry.java,1600197499615,310055,0,(I)5(F)1(I)9(R)1(I)6,0.9090909090909091,0.0,0.0,4.545454545454546,0.0,0.0,0.07096774193548387,0.0,0.0,0.0032258064516129032,0.0,0.0032258064516129032,0.06451612903225806,0.0,[]
